,edition,folder,filename,width,height,quality,untruth-count,item,class,xmin,ymin,xmax,ymax,score,aspect,quality,box-score,class-error,class-error-score
1026,_,tiled,tiled_t_1600x900@320x180_2_25-(4).jpg,320,180,,,1,starling,24,24,103,54,0,,,,,
1027,_,tiled,tiled_t_1600x900@320x180_2_25-(4).jpg,320,180,,,2,great tit,18,97,50,136,0,,,,,
1028,_,tiled,tiled_t_1600x900@320x180_2_25-(4).jpg,320,180,,,3,blue tit,152,127,170,150,0,,,,,
1029,_,tiled,tiled_t_1600x900@320x180_2_25-(4).jpg,320,180,,,4,collared dove,201,87,258,149,0,,,,,
1030,_,tiled,tiled_t_1600x900@320x180_2_26-(4).jpg,320,180,,,1,robin,11,109,57,159,0,,,,,
1031,_,tiled,tiled_t_1600x900@320x180_2_26-(4).jpg,320,180,,,2,dunnock,90,24,146,73,0,,,,,
1032,_,tiled,tiled_t_1600x900@320x180_2_26-(4).jpg,320,180,,,3,great tit,93,106,143,136,0,,,,,
1033,_,tiled,tiled_t_1600x900@320x180_2_26-(4).jpg,320,180,,,4,great tit,177,24,230,65,0,,,,,
1034,_,tiled,tiled_t_1600x900@320x180_2_27-(4).jpg,320,180,,,1,dunnock,5,24,63,68,0,,,,,
1035,_,tiled,tiled_t_1600x900@320x180_2_27-(4).jpg,320,180,,,2,blackbird,7,104,61,153,0,,,,,
1036,_,tiled,tiled_t_1600x900@320x180_2_27-(4).jpg,320,180,,,3,blue tit,96,24,146,65,0,,,,,
1037,_,tiled,tiled_t_1600x900@320x180_2_27-(4).jpg,320,180,,,4,dunnock,108,103,135,136,0,,,,,
1038,_,tiled,tiled_t_1600x900@320x180_2_28-(2).jpg,320,180,,,1,wood pigeon,24,87,130,153,0,,,,,
1039,_,tiled,tiled_t_1600x900@320x180_2_28-(2).jpg,320,180,,,2,great tit,178,87,249,127,0,,,,,
1040,_,tiled,tiled_t_1600x900@320x180_2_29-(2).jpg,320,180,,,1,sparrow,24,22,105,69,0,,,,,
1041,_,tiled,tiled_t_1600x900@320x180_2_29-(2).jpg,320,180,,,2,dunnock,7,103,61,134,0,,,,,
1042,_,tiled,tiled_t_1600x900@320x180_2_3-(3).jpg,320,180,,,1,long tailed tit,21,78,47,128,0,,,,,
1043,_,tiled,tiled_t_1600x900@320x180_2_3-(3).jpg,320,180,,,2,long tailed tit,82,78,128,96,0,,,,,
1044,_,tiled,tiled_t_1600x900@320x180_2_3-(3).jpg,320,180,,,3,great tit,226,134,290,157,0,,,,,
1045,_,tiled,tiled_t_1600x900@320x180_2_30-(4).jpg,320,180,,,1,starling,93,24,172,54,0,,,,,
1046,_,tiled,tiled_t_1600x900@320x180_2_30-(4).jpg,320,180,,,2,long tailed tit,214,24,245,45,0,,,,,
1047,_,tiled,tiled_t_1600x900@320x180_2_30-(4).jpg,320,180,,,3,dunnock,75,97,131,128,0,,,,,
1048,_,tiled,tiled_t_1600x900@320x180_2_30-(4).jpg,320,180,,,4,goldfinch,176,97,202,172,0,,,,,
1049,_,tiled,tiled_t_1600x900@320x180_2_31-(2).jpg,320,180,,,1,collared dove,8,24,60,124,0,,,,,
1050,_,tiled,tiled_t_1600x900@320x180_2_31-(2).jpg,320,180,,,2,sparrow,108,24,191,69,0,,,,,
1051,_,tiled,tiled_t_1600x900@320x180_2_32-(1).jpg,320,180,,,1,blackbird,159,24,213,95,0,,,,,
1052,_,tiled,tiled_t_1600x900@320x180_2_4-(2).jpg,320,180,,,1,blue tit,96,24,110,46,0,,,,,
1053,_,tiled,tiled_t_1600x900@320x180_2_4-(2).jpg,320,180,,,2,blackbird,158,100,259,150,0,,,,,
1054,_,tiled,tiled_t_1600x900@320x180_2_5-(3).jpg,320,180,,,1,wood pigeon,7,24,61,75,0,,,,,
1055,_,tiled,tiled_t_1600x900@320x180_2_5-(3).jpg,320,180,,,2,robin,92,24,146,95,0,,,,,
1056,_,tiled,tiled_t_1600x900@320x180_2_5-(3).jpg,320,180,,,3,great tit,174,106,235,143,0,,,,,
1057,_,tiled,tiled_t_1600x900@320x180_2_6-(1).jpg,320,180,,,1,wood pigeon,167,109,296,165,0,,,,,
1058,_,tiled,tiled_t_1600x900@320x180_2_7-(2).jpg,320,180,,,1,mouse,110,24,126,53,0,,,,,
1059,_,tiled,tiled_t_1600x900@320x180_2_7-(2).jpg,320,180,,,2,sparrow,223,80,288,121,0,,,,,
1060,_,tiled,tiled_t_1600x900@320x180_2_8-(6).jpg,320,180,,,1,starling,80,24,114,65,0,,,,,
1061,_,tiled,tiled_t_1600x900@320x180_2_8-(6).jpg,320,180,,,2,wood pigeon,88,102,105,134,0,,,,,
1062,_,tiled,tiled_t_1600x900@320x180_2_8-(6).jpg,320,180,,,3,blackbird,139,24,204,67,0,,,,,
1063,_,tiled,tiled_t_1600x900@320x180_2_8-(6).jpg,320,180,,,4,robin,241,24,284,62,0,,,,,
1064,_,tiled,tiled_t_1600x900@320x180_2_8-(6).jpg,320,180,,,5,blue tit,162,103,182,122,0,,,,,
1065,_,tiled,tiled_t_1600x900@320x180_2_8-(6).jpg,320,180,,,6,blue tit,221,103,258,139,0,,,,,
1066,_,tiled,tiled_t_1600x900@320x180_2_9-(1).jpg,320,180,,,1,blue tit,79,76,100,109,0,,,,,
1067,_,tiled,tiled_t_1600x900@320x180_3_10-(2).jpg,320,180,,,1,starling,87,24,165,54,0,,,,,
1068,_,tiled,tiled_t_1600x900@320x180_3_10-(2).jpg,320,180,,,2,starling,154,97,187,133,0,,,,,
1069,_,tiled,tiled_t_1600x900@320x180_3_11-(3).jpg,320,180,,,1,dunnock,6,24,62,73,0,,,,,
1070,_,tiled,tiled_t_1600x900@320x180_3_11-(3).jpg,320,180,,,2,blue tit,24,105,44,137,0,,,,,
1071,_,tiled,tiled_t_1600x900@320x180_3_11-(3).jpg,320,180,,,3,wood pigeon,152,24,191,50,0,,,,,
1072,_,tiled,tiled_t_1600x900@320x180_3_12-(4).jpg,320,180,,,1,long tailed tit,11,24,57,42,0,,,,,
1073,_,tiled,tiled_t_1600x900@320x180_3_12-(4).jpg,320,180,,,2,great tit,137,24,198,61,0,,,,,
1074,_,tiled,tiled_t_1600x900@320x180_3_12-(4).jpg,320,180,,,3,dunnock,229,24,283,55,0,,,,,
1075,_,tiled,tiled_t_1600x900@320x180_3_12-(4).jpg,320,180,,,4,robin,159,100,176,134,0,,,,,
1076,_,tiled,tiled_t_1600x900@320x180_3_13-(4).jpg,320,180,,,1,goldfinch,22,24,46,81,0,,,,,
1077,_,tiled,tiled_t_1600x900@320x180_3_13-(4).jpg,320,180,,,2,sparrow,26,110,42,126,0,,,,,
1078,_,tiled,tiled_t_1600x900@320x180_3_13-(4).jpg,320,180,,,3,dunnock,129,24,186,68,0,,,,,
1079,_,tiled,tiled_t_1600x900@320x180_3_13-(4).jpg,320,180,,,4,great tit,131,104,184,131,0,,,,,
1080,_,tiled,tiled_t_1600x900@320x180_3_14-(2).jpg,320,180,,,1,blue tit,155,100,193,137,0,,,,,
1081,_,tiled,tiled_t_1600x900@320x180_3_14-(2).jpg,320,180,,,2,mouse,233,100,269,127,0,,,,,
1082,_,tiled,tiled_t_1600x900@320x180_3_15-(2).jpg,320,180,,,1,blue tit,100,24,117,47,0,,,,,
1083,_,tiled,tiled_t_1600x900@320x180_3_15-(2).jpg,320,180,,,2,blackbird,165,24,267,74,0,,,,,
1084,_,tiled,tiled_t_1600x900@320x180_3_16-(2).jpg,320,180,,,1,blackbird,7,24,61,73,0,,,,,
1085,_,tiled,tiled_t_1600x900@320x180_3_16-(2).jpg,320,180,,,2,starling,17,107,51,147,0,,,,,
1086,_,tiled,tiled_t_1600x900@320x180_3_17-(4).jpg,320,180,,,1,blue tit,20,24,48,73,0,,,,,
1087,_,tiled,tiled_t_1600x900@320x180_3_17-(4).jpg,320,180,,,2,sparrow,96,22,178,69,0,,,,,
1088,_,tiled,tiled_t_1600x900@320x180_3_17-(4).jpg,320,180,,,3,great tit,209,24,262,65,0,,,,,
1089,_,tiled,tiled_t_1600x900@320x180_3_17-(4).jpg,320,180,,,4,long tailed tit,247,103,279,125,0,,,,,
1090,_,tiled,tiled_t_1600x900@320x180_3_18-(5).jpg,320,180,,,1,goldfinch,14,24,54,59,0,,,,,
1091,_,tiled,tiled_t_1600x900@320x180_3_18-(5).jpg,320,180,,,2,long tailed tit,99,24,125,74,0,,,,,
1092,_,tiled,tiled_t_1600x900@320x180_3_18-(5).jpg,320,180,,,3,robin,169,24,198,55,0,,,,,
1093,_,tiled,tiled_t_1600x900@320x180_3_18-(5).jpg,320,180,,,4,mouse,248,24,263,54,0,,,,,
1094,_,tiled,tiled_t_1600x900@320x180_3_18-(5).jpg,320,180,,,5,goldfinch,236,97,264,172,0,,,,,
1095,_,tiled,tiled_t_1600x900@320x180_3_19-(5).jpg,320,180,,,1,blue tit,9,24,59,65,0,,,,,
1096,_,tiled,tiled_t_1600x900@320x180_3_19-(5).jpg,320,180,,,2,blackbird,16,103,52,147,0,,,,,
1097,_,tiled,tiled_t_1600x900@320x180_3_19-(5).jpg,320,180,,,3,blue tit,107,24,187,60,0,,,,,
1098,_,tiled,tiled_t_1600x900@320x180_3_19-(5).jpg,320,180,,,4,blue tit,238,24,253,46,0,,,,,
1099,_,tiled,tiled_t_1600x900@320x180_3_19-(5).jpg,320,180,,,5,great tit,85,79,149,101,0,,,,,
1100,_,tiled,tiled_t_1600x900@320x180_3_2-(4).jpg,320,180,,,1,mouse,23,24,45,45,0,,,,,
1101,_,tiled,tiled_t_1600x900@320x180_3_2-(4).jpg,320,180,,,2,robin,139,24,193,95,0,,,,,
1102,_,tiled,tiled_t_1600x900@320x180_3_2-(4).jpg,320,180,,,3,robin,148,133,183,156,0,,,,,
1103,_,tiled,tiled_t_1600x900@320x180_3_2-(4).jpg,320,180,,,4,starling,239,109,263,139,0,,,,,
1104,_,tiled,tiled_t_1600x900@320x180_3_20-(2).jpg,320,180,,,1,blackbird,78,87,127,114,0,,,,,
1105,_,tiled,tiled_t_1600x900@320x180_3_20-(2).jpg,320,180,,,2,sparrow,162,87,209,147,0,,,,,
1106,_,tiled,tiled_t_1600x900@320x180_3_21-(5).jpg,320,180,,,1,starling,17,24,51,71,0,,,,,
1107,_,tiled,tiled_t_1600x900@320x180_3_21-(5).jpg,320,180,,,2,mouse,26,106,42,135,0,,,,,
1108,_,tiled,tiled_t_1600x900@320x180_3_21-(5).jpg,320,180,,,3,robin,95,24,123,55,0,,,,,
1109,_,tiled,tiled_t_1600x900@320x180_3_21-(5).jpg,320,180,,,4,blue tit,171,24,191,43,0,,,,,
1110,_,tiled,tiled_t_1600x900@320x180_3_21-(5).jpg,320,180,,,5,sparrow,232,91,269,136,0,,,,,
1111,_,tiled,tiled_t_1600x900@320x180_3_23-(3).jpg,320,180,,,1,collared dove,8,24,60,124,0,,,,,
1112,_,tiled,tiled_t_1600x900@320x180_3_23-(3).jpg,320,180,,,2,long tailed tit,105,106,131,156,0,,,,,
1113,_,tiled,tiled_t_1600x900@320x180_3_23-(3).jpg,320,180,,,3,robin,270,93,284,114,0,,,,,
1114,_,tiled,tiled_t_1600x900@320x180_3_24-(5).jpg,320,180,,,1,sparrow,24,24,132,74,0,,,,,
1115,_,tiled,tiled_t_1600x900@320x180_3_24-(5).jpg,320,180,,,2,blackbird,162,24,218,50,0,,,,,
1116,_,tiled,tiled_t_1600x900@320x180_3_24-(5).jpg,320,180,,,3,great tit,260,24,291,63,0,,,,,
1117,_,tiled,tiled_t_1600x900@320x180_3_24-(5).jpg,320,180,,,4,sparrow,10,107,58,153,0,,,,,
1118,_,tiled,tiled_t_1600x900@320x180_3_24-(5).jpg,320,180,,,5,dunnock,239,107,295,138,0,,,,,
1119,_,tiled,tiled_t_1600x900@320x180_3_25-(3).jpg,320,180,,,1,sparrow,24,24,107,69,0,,,,,
1120,_,tiled,tiled_t_1600x900@320x180_3_25-(3).jpg,320,180,,,2,sparrow,24,105,97,150,0,,,,,
1121,_,tiled,tiled_t_1600x900@320x180_3_25-(3).jpg,320,180,,,3,great tit,155,24,226,64,0,,,,,
1122,_,tiled,tiled_t_1600x900@320x180_3_26-(5).jpg,320,180,,,1,robin,5,106,64,160,0,,,,,
1123,_,tiled,tiled_t_1600x900@320x180_3_26-(5).jpg,320,180,,,2,sparrow,127,24,178,70,0,,,,,
1124,_,tiled,tiled_t_1600x900@320x180_3_26-(5).jpg,320,180,,,3,wood pigeon,227,24,245,57,0,,,,,
1125,_,tiled,tiled_t_1600x900@320x180_3_26-(5).jpg,320,180,,,4,robin,129,98,175,148,0,,,,,
1126,_,tiled,tiled_t_1600x900@320x180_3_26-(5).jpg,320,180,,,5,goldfinch,221,98,246,173,0,,,,,
1127,_,tiled,tiled_t_1600x900@320x180_3_27-(2).jpg,320,180,,,1,blue tit,157,78,183,111,0,,,,,
1128,_,tiled,tiled_t_1600x900@320x180_3_27-(2).jpg,320,180,,,2,blackbird,214,78,268,149,0,,,,,
1129,_,tiled,tiled_t_1600x900@320x180_3_28-(6).jpg,320,180,,,1,starling,7,24,61,54,0,,,,,
1130,_,tiled,tiled_t_1600x900@320x180_3_28-(6).jpg,320,180,,,2,dunnock,21,97,47,131,0,,,,,
1131,_,tiled,tiled_t_1600x900@320x180_3_28-(6).jpg,320,180,,,3,collared dove,104,24,134,75,0,,,,,
1132,_,tiled,tiled_t_1600x900@320x180_3_28-(6).jpg,320,180,,,4,sparrow,160,24,225,65,0,,,,,
1133,_,tiled,tiled_t_1600x900@320x180_3_28-(6).jpg,320,180,,,5,blue tit,273,24,293,54,0,,,,,
1134,_,tiled,tiled_t_1600x900@320x180_3_28-(6).jpg,320,180,,,6,long tailed tit,253,102,283,158,0,,,,,
1135,_,tiled,tiled_t_1600x900@320x180_3_29-(2).jpg,320,180,,,1,starling,3,95,65,134,0,,,,,
1136,_,tiled,tiled_t_1600x900@320x180_3_29-(2).jpg,320,180,,,2,robin,180,24,235,95,0,,,,,
1137,_,tiled,tiled_t_1600x900@320x180_3_3-(2).jpg,320,180,,,1,long tailed tit,122,87,154,109,0,,,,,
1138,_,tiled,tiled_t_1600x900@320x180_3_3-(2).jpg,320,180,,,2,wood pigeon,185,87,239,139,0,,,,,
1139,_,tiled,tiled_t_1600x900@320x180_3_30-(2).jpg,320,180,,,1,blackbird,92,24,127,68,0,,,,,
1140,_,tiled,tiled_t_1600x900@320x180_3_30-(2).jpg,320,180,,,2,blackbird,152,24,218,67,0,,,,,
1141,_,tiled,tiled_t_1600x900@320x180_3_31-(1).jpg,320,180,,,1,great tit,6,24,62,65,0,,,,,
1142,_,tiled,tiled_t_1600x900@320x180_3_32-(2).jpg,320,180,,,1,wood pigeon,24,24,130,90,0,,,,,
1143,_,tiled,tiled_t_1600x900@320x180_3_32-(2).jpg,320,180,,,2,collared dove,5,115,63,177,0,,,,,
1144,_,tiled,tiled_t_1600x900@320x180_3_4-(4).jpg,320,180,,,1,sparrow,6,19,62,75,0,,,,,
1145,_,tiled,tiled_t_1600x900@320x180_3_4-(4).jpg,320,180,,,2,collared dove,110,24,180,75,0,,,,,
1146,_,tiled,tiled_t_1600x900@320x180_3_4-(4).jpg,320,180,,,3,great tit,96,108,145,157,0,,,,,
1147,_,tiled,tiled_t_1600x900@320x180_3_4-(4).jpg,320,180,,,4,robin,181,108,224,146,0,,,,,
1148,_,tiled,tiled_t_1600x900@320x180_3_5-(1).jpg,320,180,,,1,dunnock,213,82,271,126,0,,,,,
1149,_,tiled,tiled_t_1600x900@320x180_3_6-(4).jpg,320,180,,,1,dunnock,12,80,56,139,0,,,,,
1150,_,tiled,tiled_t_1600x900@320x180_3_6-(4).jpg,320,180,,,2,long tailed tit,96,24,143,42,0,,,,,
1151,_,tiled,tiled_t_1600x900@320x180_3_6-(4).jpg,320,180,,,3,goldfinch,104,91,135,124,0,,,,,
1152,_,tiled,tiled_t_1600x900@320x180_3_6-(4).jpg,320,180,,,4,blue tit,243,24,263,54,0,,,,,
1153,_,tiled,tiled_t_1600x900@320x180_3_7-(2).jpg,320,180,,,1,starling,24,24,103,54,0,,,,,
1154,_,tiled,tiled_t_1600x900@320x180_3_7-(2).jpg,320,180,,,2,wood pigeon,151,87,279,143,0,,,,,
1155,_,tiled,tiled_t_1600x900@320x180_3_8-(1).jpg,320,180,,,1,great tit,127,77,177,106,0,,,,,
1156,_,tiled,tiled_t_1600x900@320x180_3_9-(5).jpg,320,180,,,1,dunnock,13,24,55,78,0,,,,,
1157,_,tiled,tiled_t_1600x900@320x180_3_9-(5).jpg,320,180,,,2,blue tit,16,109,52,157,0,,,,,
1158,_,tiled,tiled_t_1600x900@320x180_3_9-(5).jpg,320,180,,,3,sparrow,105,24,121,39,0,,,,,
1159,_,tiled,tiled_t_1600x900@320x180_3_9-(5).jpg,320,180,,,4,blue tit,170,24,188,47,0,,,,,
1160,_,tiled,tiled_t_1600x900@320x180_3_9-(5).jpg,320,180,,,5,mouse,233,24,260,71,0,,,,,
1161,_,tiled,tiled_t_1600x900@320x180_4_1-(1).jpg,320,180,,,1,blue tit,27,109,41,131,0,,,,,
1162,_,tiled,tiled_t_1600x900@320x180_4_10-(3).jpg,320,180,,,1,sparrow,162,24,227,65,0,,,,,
1163,_,tiled,tiled_t_1600x900@320x180_4_10-(3).jpg,320,180,,,2,mouse,277,24,293,53,0,,,,,
1164,_,tiled,tiled_t_1600x900@320x180_4_10-(3).jpg,320,180,,,3,sparrow,238,97,294,153,0,,,,,
1165,_,tiled,tiled_t_1600x900@320x180_4_11-(2).jpg,320,180,,,1,wood pigeon,88,109,105,142,0,,,,,
1166,_,tiled,tiled_t_1600x900@320x180_4_11-(2).jpg,320,180,,,2,wood pigeon,161,24,200,50,0,,,,,
1167,_,tiled,tiled_t_1600x900@320x180_4_12-(5).jpg,320,180,,,1,blackbird,9,24,59,51,0,,,,,
1168,_,tiled,tiled_t_1600x900@320x180_4_12-(5).jpg,320,180,,,2,blue tit,15,96,53,132,0,,,,,
1169,_,tiled,tiled_t_1600x900@320x180_4_12-(5).jpg,320,180,,,3,starling,107,24,186,54,0,,,,,
1170,_,tiled,tiled_t_1600x900@320x180_4_12-(5).jpg,320,180,,,4,robin,103,97,131,128,0,,,,,
1171,_,tiled,tiled_t_1600x900@320x180_4_12-(5).jpg,320,180,,,5,starling,159,83,220,123,0,,,,,
1172,_,tiled,tiled_t_1600x900@320x180_4_13-(4).jpg,320,180,,,1,blackbird,1,24,67,67,0,,,,,
1173,_,tiled,tiled_t_1600x900@320x180_4_13-(4).jpg,320,180,,,2,long tailed tit,11,103,57,121,0,,,,,
1174,_,tiled,tiled_t_1600x900@320x180_4_13-(4).jpg,320,180,,,3,dunnock,97,24,152,73,0,,,,,
1175,_,tiled,tiled_t_1600x900@320x180_4_13-(4).jpg,320,180,,,4,great tit,98,106,152,133,0,,,,,
1176,_,tiled,tiled_t_1600x900@320x180_4_14-(3).jpg,320,180,,,1,sparrow,24,24,132,74,0,,,,,
1177,_,tiled,tiled_t_1600x900@320x180_4_14-(3).jpg,320,180,,,2,blue tit,233,24,253,43,0,,,,,
1178,_,tiled,tiled_t_1600x900@320x180_4_14-(3).jpg,320,180,,,3,blue tit,20,107,48,156,0,,,,,
1179,_,tiled,tiled_t_1600x900@320x180_4_16-(3).jpg,320,180,,,1,starling,22,24,46,54,0,,,,,
1180,_,tiled,tiled_t_1600x900@320x180_4_16-(3).jpg,320,180,,,2,blue tit,91,24,117,57,0,,,,,
1181,_,tiled,tiled_t_1600x900@320x180_4_16-(3).jpg,320,180,,,3,dunnock,231,24,257,58,0,,,,,
1182,_,tiled,tiled_t_1600x900@320x180_4_17-(3).jpg,320,180,,,1,starling,76,24,130,54,0,,,,,
1183,_,tiled,tiled_t_1600x900@320x180_4_17-(3).jpg,320,180,,,2,mouse,177,24,199,45,0,,,,,
1184,_,tiled,tiled_t_1600x900@320x180_4_17-(3).jpg,320,180,,,3,starling,171,92,205,140,0,,,,,
1185,_,tiled,tiled_t_1600x900@320x180_4_18-(4).jpg,320,180,,,1,blue tit,25,24,43,47,0,,,,,
1186,_,tiled,tiled_t_1600x900@320x180_4_18-(4).jpg,320,180,,,2,mouse,93,101,109,131,0,,,,,
1187,_,tiled,tiled_t_1600x900@320x180_4_18-(4).jpg,320,180,,,3,sparrow,144,24,192,70,0,,,,,
1188,_,tiled,tiled_t_1600x900@320x180_4_18-(4).jpg,320,180,,,4,sparrow,225,24,276,70,0,,,,,
1189,_,tiled,tiled_t_1600x900@320x180_4_19-(5).jpg,320,180,,,1,goldfinch,14,24,54,59,0,,,,,
1190,_,tiled,tiled_t_1600x900@320x180_4_19-(5).jpg,320,180,,,2,robin,17,100,51,123,0,,,,,
1191,_,tiled,tiled_t_1600x900@320x180_4_19-(5).jpg,320,180,,,3,goldfinch,98,24,126,98,0,,,,,
1192,_,tiled,tiled_t_1600x900@320x180_4_19-(5).jpg,320,180,,,4,blue tit,102,122,123,153,0,,,,,
1193,_,tiled,tiled_t_1600x900@320x180_4_19-(5).jpg,320,180,,,5,blackbird,220,24,255,68,0,,,,,
1194,_,tiled,tiled_t_1600x900@320x180_4_2-(4).jpg,320,180,,,1,blue tit,25,24,43,47,0,,,,,
1195,_,tiled,tiled_t_1600x900@320x180_4_2-(4).jpg,320,180,,,2,dunnock,80,24,122,78,0,,,,,
1196,_,tiled,tiled_t_1600x900@320x180_4_2-(4).jpg,320,180,,,3,wood pigeon,153,100,207,152,0,,,,,
1197,_,tiled,tiled_t_1600x900@320x180_4_2-(4).jpg,320,180,,,4,blue tit,247,100,283,149,0,,,,,
1198,_,tiled,tiled_t_1600x900@320x180_4_20-(2).jpg,320,180,,,1,robin,125,24,180,95,0,,,,,
1199,_,tiled,tiled_t_1600x900@320x180_4_20-(2).jpg,320,180,,,2,goldfinch,222,78,253,110,0,,,,,
1200,_,tiled,tiled_t_1600x900@320x180_4_21-(4).jpg,320,180,,,1,great tit,6,24,62,65,0,,,,,
1201,_,tiled,tiled_t_1600x900@320x180_4_21-(4).jpg,320,180,,,2,long tailed tit,21,102,47,152,0,,,,,
1202,_,tiled,tiled_t_1600x900@320x180_4_21-(4).jpg,320,180,,,3,blackbird,110,78,211,127,0,,,,,
1203,_,tiled,tiled_t_1600x900@320x180_4_21-(4).jpg,320,180,,,4,long tailed tit,246,78,292,96,0,,,,,
1204,_,tiled,tiled_t_1600x900@320x180_4_22-(2).jpg,320,180,,,1,great tit,99,24,170,64,0,,,,,
1205,_,tiled,tiled_t_1600x900@320x180_4_22-(2).jpg,320,180,,,2,mouse,154,94,190,121,0,,,,,
1206,_,tiled,tiled_t_1600x900@320x180_4_23-(4).jpg,320,180,,,1,dunnock,6,24,62,55,0,,,,,
1207,_,tiled,tiled_t_1600x900@320x180_4_23-(4).jpg,320,180,,,2,great tit,208,24,269,61,0,,,,,
1208,_,tiled,tiled_t_1600x900@320x180_4_23-(4).jpg,320,180,,,3,great tit,104,106,135,145,0,,,,,
1209,_,tiled,tiled_t_1600x900@320x180_4_23-(4).jpg,320,180,,,4,mouse,264,106,291,153,0,,,,,
1210,_,tiled,tiled_t_1600x900@320x180_4_24-(2).jpg,320,180,,,1,sparrow,24,24,97,69,0,,,,,
1211,_,tiled,tiled_t_1600x900@320x180_4_24-(2).jpg,320,180,,,2,robin,226,87,254,118,0,,,,,
1212,_,tiled,tiled_t_1600x900@320x180_4_25-(2).jpg,320,180,,,1,wood pigeon,151,24,257,90,0,,,,,
1213,_,tiled,tiled_t_1600x900@320x180_4_25-(2).jpg,320,180,,,2,blackbird,133,115,189,140,0,,,,,
1214,_,tiled,tiled_t_1600x900@320x180_4_26-(2).jpg,320,180,,,1,blue tit,24,87,104,123,0,,,,,
1215,_,tiled,tiled_t_1600x900@320x180_4_26-(2).jpg,320,180,,,2,starling,152,87,231,117,0,,,,,
1216,_,tiled,tiled_t_1600x900@320x180_4_27-(5).jpg,320,180,,,1,robin,12,106,56,145,0,,,,,
1217,_,tiled,tiled_t_1600x900@320x180_4_27-(5).jpg,320,180,,,2,dunnock,93,24,137,83,0,,,,,
1218,_,tiled,tiled_t_1600x900@320x180_4_27-(5).jpg,320,180,,,3,sparrow,185,22,266,69,0,,,,,
1219,_,tiled,tiled_t_1600x900@320x180_4_27-(5).jpg,320,180,,,4,collared dove,166,103,223,165,0,,,,,
1220,_,tiled,tiled_t_1600x900@320x180_4_27-(5).jpg,320,180,,,5,long tailed tit,268,103,294,153,0,,,,,
1221,_,tiled,tiled_t_1600x900@320x180_4_28-(2).jpg,320,180,,,1,wood pigeon,24,24,153,80,0,,,,,
1222,_,tiled,tiled_t_1600x900@320x180_4_28-(2).jpg,320,180,,,2,blackbird,184,24,238,73,0,,,,,
1223,_,tiled,tiled_t_1600x900@320x180_4_29-(1).jpg,320,180,,,1,sparrow,108,87,191,132,0,,,,,
1224,_,tiled,tiled_t_1600x900@320x180_4_3-(4).jpg,320,180,,,1,blackbird,16,24,52,68,0,,,,,
1225,_,tiled,tiled_t_1600x900@320x180_4_3-(4).jpg,320,180,,,2,great tit,201,3,264,26,0,,,,,
1226,_,tiled,tiled_t_1600x900@320x180_4_3-(4).jpg,320,180,,,3,sparrow,91,87,128,132,0,,,,,
1227,_,tiled,tiled_t_1600x900@320x180_4_3-(4).jpg,320,180,,,4,dunnock,214,87,273,131,0,,,,,
1228,_,tiled,tiled_t_1600x900@320x180_4_30-(4).jpg,320,180,,,1,robin,7,24,61,95,0,,,,,
1229,_,tiled,tiled_t_1600x900@320x180_4_30-(4).jpg,320,180,,,2,blue tit,94,24,144,65,0,,,,,
1230,_,tiled,tiled_t_1600x900@320x180_4_30-(4).jpg,320,180,,,3,goldfinch,107,103,132,160,0,,,,,
1231,_,tiled,tiled_t_1600x900@320x180_4_30-(4).jpg,320,180,,,4,blackbird,175,24,229,95,0,,,,,
1232,_,tiled,tiled_t_1600x900@320x180_4_31-(2).jpg,320,180,,,1,goldfinch,21,24,47,99,0,,,,,
1233,_,tiled,tiled_t_1600x900@320x180_4_31-(2).jpg,320,180,,,2,collared dove,79,24,131,124,0,,,,,
1234,_,tiled,tiled_t_1600x900@320x180_4_32-(1).jpg,320,180,,,1,great tit,7,24,61,65,0,,,,,
1235,_,tiled,tiled_t_1600x900@320x180_4_4-(5).jpg,320,180,,,1,long tailed tit,72,24,103,45,0,,,,,
1236,_,tiled,tiled_t_1600x900@320x180_4_4-(5).jpg,320,180,,,2,blue tit,77,93,98,123,0,,,,,
1237,_,tiled,tiled_t_1600x900@320x180_4_4-(5).jpg,320,180,,,3,robin,131,24,190,77,0,,,,,
1238,_,tiled,tiled_t_1600x900@320x180_4_4-(5).jpg,320,180,,,4,sparrow,225,24,272,84,0,,,,,
1239,_,tiled,tiled_t_1600x900@320x180_4_4-(5).jpg,320,180,,,5,great tit,224,112,273,161,0,,,,,
1240,_,tiled,tiled_t_1600x900@320x180_4_5-(3).jpg,320,180,,,1,robin,11,24,57,74,0,,,,,
1241,_,tiled,tiled_t_1600x900@320x180_4_5-(3).jpg,320,180,,,2,collared dove,19,106,49,157,0,,,,,
1242,_,tiled,tiled_t_1600x900@320x180_4_5-(3).jpg,320,180,,,3,great tit,90,24,140,54,0,,,,,
1243,_,tiled,tiled_t_1600x900@320x180_4_6-(3).jpg,320,180,,,1,blue tit,24,104,44,137,0,,,,,
1244,_,tiled,tiled_t_1600x900@320x180_4_6-(3).jpg,320,180,,,2,robin,172,93,189,127,0,,,,,
1245,_,tiled,tiled_t_1600x900@320x180_4_6-(3).jpg,320,180,,,3,dunnock,220,93,274,124,0,,,,,
1246,_,tiled,tiled_t_1600x900@320x180_4_7-(2).jpg,320,180,,,1,long tailed tit,19,93,49,149,0,,,,,
